step,age,gender,category,amount,fraud
0,'4','F','es_transportation',34.95,0
0,'2','F','es_transportation',34.07,0
0,'6','M','es_transportation',18.07,0
0,'4','M','es_transportation',5.15,0
0,'5','F','es_transportation',40.48,0
0,'3','M','es_transportation',27.42,0
0,'2','M','es_transportation',16.91,0
0,'4','F','es_transportation',33.84,0
0,'2','M','es_food',44.32,0
0,'2','F','es_transportation',27.65,0
0,'3','M','es_transportation',33.26,0
0,'1','F','es_transportation',14.41,0
0,'4','M','es_transportation',17.87,0
0,'5','F','es_transportation',73.55,0
0,'3','F','es_transportation',69.89,0
0,'2','M','es_transportation',56.13,0
0,'5','F','es_transportation',48.51,0
0,'1','F','es_transportation',31.19,0
0,'5','M','es_transportation',24.49,0
0,'2','M','es_transportation',17.74,0
0,'2','F','es_wellnessandbeauty',47.72,0
0,'3','M','es_transportation',13.0,0
0,'5','M','es_transportation',26.77,0
0,'4','F','es_food',24.47,0
0,'2','M','es_transportation',60.06,0
0,'5','F','es_transportation',42.83,0
0,'4','F','es_wellnessandbeauty',104.03,0
0,'2','F','es_wellnessandbeauty',67.52,0
0,'3','F','es_transportation',22.31,0
0,'4','F','es_transportation',31.61,0
0,'1','M','es_transportation',9.68,0
0,'4','M','es_transportation',2.65,0
0,'3','F','es_transportation',40.13,0
0,'2','F','es_transportation',23.71,0
0,'2','M','es_transportation',3.76,0
0,'2','F','es_transportation',10.82,0
0,'1','M','es_transportation',30.37,0
0,'2','F','es_health',195.44,0
0,'5','M','es_transportation',47.11,0
0,'4','F','es_transportation',9.85,0
0,'2','M','es_transportation',0.82,0
0,'2','F','es_transportation',9.09,0
0,'5','M','es_transportation',43.16,0
0,'2','M','es_transportation',13.02,0
0,'2','F','es_transportation',70.9,0
0,'1','M','es_transportation',24.57,0
0,'3','F','es_transportation',20.77,0
0,'3','M','es_transportation',64.29,0
0,'2','F','es_transportation',31.94,0
0,'1','F','es_transportation',12.83,0
0,'2','M','es_transportation',11.51,0
0,'2','M','es_transportation',20.83,0
0,'3','M','es_transportation',1.23,0
0,'4','F','es_food',21.42,0
0,'3','F','es_transportation',37.16,0
0,'4','F','es_transportation',26.11,0
0,'4','M','es_transportation',30.82,0
0,'3','F','es_transportation',0.83,0
0,'6','M','es_transportation',24.95,0
0,'3','F','es_transportation',26.15,0
0,'3','F','es_transportation',4.12,0
0,'2','M','es_transportation',23.74,0
0,'1','M','es_transportation',64.29,0
0,'2','F','es_transportation',0.55,0
0,'1','F','es_transportation',46.43,0
0,'2','F','es_transportation',16.94,0
0,'4','F','es_transportation',31.75,0
0,'4','M','es_transportation',40.57,0
0,'4','F','es_transportation',33.28,0
0,'1','M','es_transportation',9.65,0
0,'6','M','es_transportation',71.06,0
0,'6','F','es_transportation',8.19,0
0,'4','F','es_sportsandtoys',70.15,1
0,'3','F','es_sportsandtoys',238.82,1
0,'3','M','es_health',142.49,0
0,'3','F','es_health',128.99,0
0,'4','F','es_transportation',6.76,0
0,'4','F','es_transportation',9.23,0
0,'2','M','es_hyper',56.91,0
0,'2','M','es_transportation',13.68,0
0,'3','F','es_transportation',28.33,0
0,'3','M','es_barsandrestaurants',20.74,0
0,'2','M','es_transportation',35.95,0
0,'4','M','es_hyper',34.69,0
0,'5','M','es_transportation',22.03,0
0,'4','F','es_health',59.51,0
0,'2','F','es_wellnessandbeauty',21.03,0
0,'2','M','es_transportation',72.45,0
0,'2','F','es_barsandrestaurants',69.21,0
0,'6','F','es_transportation',63.95,0
0,'3','M','es_transportation',22.84,0
0,'6','F','es_transportation',26.87,0
0,'2','M','es_transportation',34.69,0
0,'3','M','es_transportation',17.08,0
0,'4','M','es_transportation',38.74,0
0,'4','F','es_transportation',59.78,0
0,'3','F','es_transportation',17.86,0
0,'2','M','es_transportation',34.84,0
0,'3','F','es_transportation',28.72,0
0,'3','U','es_transportation',33.12,0
0,'4','F','es_transportation',42.82,0
0,'2','F','es_transportation',28.41,0
0,'5','F','es_transportation',47.07,0
0,'4','F','es_transportation',71.53,0
0,'4','F','es_transportation',16.76,0
0,'5','M','es_transportation',24.16,0
0,'3','F','es_transportation',10.84,0
0,'4','F','es_transportation',17.49,0
0,'3','F','es_transportation',38.36,0
0,'4','F','es_transportation',38.73,0
0,'4','F','es_health',55.82,0
0,'1','F','es_transportation',22.46,0
0,'2','F','es_transportation',36.46,0
0,'4','F','es_transportation',0.85,0
0,'2','M','es_transportation',35.8,0
0,'4','M','es_transportation',7.09,0
0,'3','F','es_transportation',22.12,0
0,'3','M','es_transportation',26.92,0
0,'2','F','es_transportation',21.89,0
0,'2','M','es_transportation',13.72,0
0,'1','F','es_food',71.85,0
0,'2','F','es_transportation',11.22,0
0,'5','M','es_transportation',18.72,0
0,'2','F','es_transportation',53.57,0
0,'3','M','es_health',667.09,1
0,'1','F','es_health',520.5,1
0,'2','F','es_transportation',7.1,0
0,'3','F','es_transportation',80.35,0
0,'1','F','es_wellnessandbeauty',46.1,0
0,'2','F','es_transportation',59.67,0
0,'2','M','es_transportation',8.65,0
0,'3','F','es_transportation',8.83,0
0,'2','M','es_transportation',65.26,0
0,'4','F','es_transportation',43.59,0
0,'3','F','es_transportation',10.61,0
0,'2','M','es_transportation',45.1,0
0,'4','M','es_sportsandtoys',16.84,0
0,'2','F','es_transportation',46.94,0
0,'2','F','es_transportation',38.25,0
0,'4','M','es_transportation',34.66,0
0,'3','F','es_transportation',7.26,0
0,'3','F','es_transportation',24.61,0
0,'4','F','es_transportation',40.91,0
0,'3','M','es_transportation',23.08,0
0,'5','F','es_transportation',12.53,0
0,'3','M','es_transportation',37.86,0
0,'5','F','es_transportation',19.0,0
0,'2','F','es_transportation',25.7,0
0,'5','F','es_barsandrestaurants',52.39,0
0,'6','M','es_transportation',102.34,0
0,'1','M','es_transportation',4.54,0
0,'4','F','es_transportation',11.17,0
0,'2','F','es_transportation',1.42,0
0,'4','F','es_transportation',28.02,0
0,'3','M','es_transportation',7.57,0
0,'3','M','es_transportation',19.88,0
0,'2','F','es_transportation',9.73,0
0,'2','F','es_wellnessandbeauty',22.93,0
0,'2','M','es_fashion',75.21,0
0,'2','M','es_transportation',6.15,0
0,'2','F','es_transportation',27.86,0
0,'2','M','es_hyper',20.72,0
0,'3','M','es_food',10.31,0
0,'1','M','es_transportation',25.04,0
0,'3','F','es_transportation',22.22,0
0,'3','M','es_transportation',49.02,0
0,'3','M','es_transportation',4.22,0
0,'2','M','es_transportation',16.06,0
0,'4','F','es_transportation',13.95,0
0,'5','F','es_transportation',15.57,0
0,'3','M','es_home',24.8,0
0,'2','F','es_transportation',33.41,0
0,'2','M','es_transportation',24.97,0
0,'2','F','es_transportation',32.78,0
0,'2','F','es_wellnessandbeauty',8.81,0
0,'3','M','es_transportation',58.88,0
0,'3','F','es_transportation',20.89,0
0,'1','M','es_transportation',25.03,0
0,'5','M','es_transportation',10.73,0
0,'5','F','es_transportation',24.7,0
0,'2','F','es_transportation',21.69,0
0,'3','M','es_transportation',5.6,0
0,'3','M','es_transportation',54.36,0
0,'1','F','es_tech',21.94,0
0,'6','F','es_transportation',55.14,0
0,'4','F','es_transportation',53.77,0
0,'3','F','es_transportation',4.98,0
0,'2','M','es_transportation',39.34,0
0,'6','F','es_food',87.08,0
0,'3','M','es_transportation',28.39,0
0,'4','F','es_food',85.88,0
0,'2','F','es_wellnessandbeauty',190.53,1
0,'2','F','es_wellnessandbeauty',451.92,1
0,'2','M','es_transportation',25.23,0
0,'3','M','es_transportation',33.16,0
0,'2','F','es_transportation',38.71,0
0,'2','F','es_transportation',17.18,0
0,'2','M','es_transportation',34.69,0
0,'4','M','es_transportation',53.92,0
0,'6','F','es_transportation',52.11,0
0,'2','F','es_transportation',29.17,0
0,'4','F','es_transportation',29.01,0
0,'1','F','es_transportation',4.29,0
0,'4','M','es_transportation',35.13,0
0,'3','M','es_hyper',17.79,0
0,'2','F','es_transportation',16.6,0
0,'2','M','es_transportation',50.19,0
0,'2','F','es_transportation',21.45,0
0,'5','M','es_transportation',31.49,0
0,'4','F','es_transportation',17.81,0
0,'3','M','es_wellnessandbeauty',109.8,0
0,'2','M','es_home',130.55,0
0,'1','F','es_transportation',45.94,0
0,'3','F','es_transportation',18.79,0
0,'2','M','es_transportation',42.78,0
0,'5','M','es_transportation',39.2,0
0,'5','M','es_transportation',45.95,0
0,'2','F','es_transportation',25.72,0
0,'2','M','es_transportation',42.4,0
0,'3','F','es_transportation',28.42,0
0,'3','F','es_transportation',11.48,0
0,'3','M','es_wellnessandbeauty',70.93,0
0,'1','F','es_transportation',23.93,0
0,'2','F','es_transportation',12.96,0
0,'1','F','es_transportation',17.68,0
0,'5','M','es_transportation',44.68,0
0,'4','F','es_transportation',32.77,0
0,'6','F','es_transportation',15.87,0
0,'5','F','es_transportation',48.61,0
0,'1','F','es_transportation',26.27,0
0,'6','F','es_transportation',17.32,0
0,'2','F','es_wellnessandbeauty',62.0,0
0,'3','M','es_wellnessandbeauty',142.75,0
0,'4','F','es_transportation',13.42,0
0,'3','M','es_transportation',34.01,0
0,'3','F','es_transportation',16.12,0
0,'1','F','es_transportation',5.48,0
0,'4','F','es_food',42.0,0
0,'3','F','es_transportation',45.9,0
0,'3','F','es_wellnessandbeauty',63.81,0
0,'5','M','es_transportation',1.91,0
0,'3','F','es_transportation',49.03,0
0,'1','M','es_transportation',20.27,0
0,'2','F','es_transportation',31.57,0
0,'1','M','es_hyper',44.1,0
0,'4','M','es_transportation',54.8,0
0,'1','F','es_transportation',14.34,0
0,'1','F','es_transportation',0.64,0
0,'5','F','es_barsandrestaurants',93.13,0
0,'3','M','es_hyper',46.5,0
0,'5','F','es_transportation',39.41,0
0,'2','M','es_hotelservices',153.11,0
0,'3','F','es_wellnessandbeauty',105.99,0
0,'1','F','es_transportation',5.64,0
0,'3','M','es_transportation',20.57,0
0,'5','F','es_transportation',30.0,0
0,'2','F','es_transportation',5.67,0
0,'2','M','es_transportation',0.91,0
0,'1','F','es_transportation',28.32,0
0,'3','F','es_health',50.88,0
0,'2','F','es_transportation',13.6,0
0,'4','F','es_transportation',6.22,0
0,'3','F','es_transportation',11.09,0
0,'2','M','es_transportation',7.88,0
0,'6','M','es_transportation',46.82,0
0,'2','F','es_transportation',15.6,0
0,'2','F','es_transportation',33.32,0
0,'5','F','es_transportation',43.23,0
0,'2','M','es_transportation',24.44,0
0,'3','F','es_health',74.25,0
0,'2','F','es_transportation',30.92,0
0,'3','F','es_transportation',43.27,0
0,'5','F','es_transportation',29.91,0
0,'4','F','es_transportation',75.11,0
0,'3','M','es_food',39.0,0
0,'5','F','es_sportsandtoys',305.11,1
0,'2','F','es_sportsandtoys',764.0,1
0,'4','F','es_transportation',53.73,0
0,'3','M','es_transportation',28.71,0
0,'4','M','es_transportation',10.99,0
0,'5','F','es_transportation',30.63,0
0,'6','F','es_transportation',46.5,0
0,'3','M','es_transportation',54.6,0
0,'2','F','es_transportation',34.61,0
0,'2','F','es_transportation',4.14,0
0,'3','M','es_transportation',13.9,0
0,'2','M','es_transportation',5.15,0
0,'3','F','es_transportation',20.61,0
0,'4','M','es_otherservices',25.0,0
0,'1','M','es_transportation',16.18,0
0,'3','F','es_transportation',41.24,0
0,'3','M','es_transportation',13.17,0
0,'3','F','es_transportation',19.79,0
0,'1','F','es_transportation',28.33,0
0,'4','F','es_transportation',25.01,0
0,'3','M','es_transportation',31.57,0
0,'2','M','es_transportation',5.85,0
0,'3','F','es_transportation',30.13,0
0,'4','F','es_transportation',6.52,0
0,'2','F','es_transportation',26.34,0
0,'3','F','es_transportation',41.72,0
0,'4','F','es_transportation',34.73,0
0,'1','M','es_transportation',42.62,0
0,'1','F','es_transportation',32.17,0
0,'1','M','es_transportation',29.13,0
0,'4','M','es_transportation',6.04,0
0,'4','M','es_transportation',26.17,0
0,'2','F','es_transportation',18.05,0
0,'2','M','es_transportation',7.69,0
0,'2','F','es_transportation',62.33,0
0,'3','M','es_food',35.46,0
0,'2','F','es_wellnessandbeauty',70.8,0
0,'4','M','es_transportation',10.07,0
0,'2','F','es_health',27.84,0
0,'1','M','es_transportation',56.85,0
0,'5','F','es_transportation',37.92,0
0,'6','M','es_transportation',65.3,0
0,'3','M','es_transportation',13.32,0
0,'2','M','es_transportation',16.34,0
0,'1','F','es_transportation',32.49,0
0,'4','M','es_transportation',16.6,0
0,'2','F','es_transportation',12.76,0
0,'5','M','es_transportation',25.56,0
0,'4','F','es_sportsandtoys',110.3,0
0,'2','M','es_transportation',19.03,0
0,'1','F','es_wellnessandbeauty',58.17,0
0,'2','F','es_transportation',36.72,0
0,'1','F','es_wellnessandbeauty',2.05,0
0,'1','F','es_transportation',4.06,0
0,'2','F','es_transportation',22.94,0
0,'4','F','es_transportation',15.28,0
0,'5','F','es_transportation',26.18,0
0,'3','M','es_transportation',7.25,0
0,'2','M','es_transportation',12.78,0
0,'2','M','es_transportation',37.64,0
0,'3','F','es_transportation',27.41,0
0,'6','F','es_transportation',16.44,0
0,'2','F','es_food',70.36,0
0,'2','M','es_transportation',36.04,0
0,'2','F','es_transportation',8.48,0
0,'2','F','es_transportation',7.94,0
0,'1','M','es_transportation',48.53,0
0,'4','F','es_transportation',31.53,0
0,'3','M','es_transportation',40.48,0
0,'3','M','es_transportation',19.01,0
0,'3','M','es_transportation',8.03,0
0,'2','M','es_fashion',9.0,0
0,'0','F','es_transportation',14.6,0
0,'2','F','es_transportation',47.02,0
0,'3','M','es_transportation',38.85,0
0,'5','F','es_transportation',48.68,0
0,'1','M','es_transportation',38.95,0
0,'3','M','es_hotelservices',4.37,0
0,'5','F','es_transportation',23.78,0
0,'4','M','es_food',59.26,0
0,'6','M','es_transportation',20.4,0
0,'3','M','es_transportation',28.0,0
0,'3','M','es_transportation',45.23,0
0,'5','M','es_transportation',53.04,0
0,'5','F','es_transportation',21.21,0
0,'6','M','es_transportation',29.35,0
0,'1','M','es_transportation',20.75,0
0,'2','F','es_transportation',26.61,0
0,'2','M','es_transportation',40.51,0
0,'2','F','es_food',64.66,0
0,'2','F','es_transportation',1.94,0
0,'3','M','es_wellnessandbeauty',22.73,0
0,'2','F','es_transportation',12.32,0
0,'3','F','es_transportation',71.37,0
0,'2','F','es_transportation',33.94,0
0,'3','M','es_transportation',36.03,0
0,'3','M','es_transportation',18.8,0
0,'2','M','es_transportation',49.55,0
0,'6','M','es_transportation',19.59,0
0,'2','M','es_transportation',41.62,0
0,'2','M','es_transportation',21.08,0
0,'4','F','es_transportation',32.91,0
0,'2','M','es_food',30.9,0
0,'2','F','es_transportation',21.49,0
0,'4','M','es_transportation',40.77,0
0,'2','F','es_tech',205.83,0
0,'2','F','es_transportation',77.41,0
0,'3','F','es_transportation',25.87,0
0,'2','F','es_transportation',29.64,0
0,'1','M','es_transportation',7.33,0
0,'2','F','es_hyper',40.29,0
0,'3','M','es_transportation',32.4,0
0,'3','M','es_food',42.86,0
0,'3','F','es_food',16.98,0
0,'4','M','es_home',328.02,1
0,'3','F','es_home',707.22,1
0,'2','M','es_transportation',12.78,0
0,'6','F','es_wellnessandbeauty',48.5,0
0,'2','F','es_health',15.04,0
0,'5','F','es_transportation',20.5,0
0,'4','F','es_food',4.51,0
0,'5','M','es_tech',52.58,0
0,'5','F','es_transportation',8.56,0
0,'3','F','es_transportation',47.76,0
0,'2','F','es_hyper',50.45,0
0,'6','F','es_transportation',62.23,0
0,'4','M','es_transportation',18.74,0
0,'2','F','es_transportation',45.9,0
0,'3','F','es_transportation',2.63,0
0,'4','F','es_transportation',9.84,0
0,'3','M','es_transportation',2.66,0
0,'5','F','es_transportation',7.67,0
0,'2','F','es_transportation',12.14,0
0,'2','M','es_wellnessandbeauty',36.6,0
0,'3','M','es_transportation',10.65,0
0,'1','M','es_tech',20.23,0
0,'2','F','es_transportation',27.06,0
0,'4','F','es_food',7.27,0
0,'2','M','es_transportation',3.84,0
0,'3','F','es_transportation',14.95,0
0,'3','F','es_transportation',19.83,0
0,'3','M','es_transportation',14.03,0
0,'3','M','es_otherservices',84.39,0
0,'3','M','es_transportation',44.74,0
0,'4','M','es_transportation',22.55,0
0,'4','F','es_transportation',53.88,0
0,'4','M','es_transportation',27.29,0
0,'2','F','es_transportation',52.86,0
0,'1','F','es_transportation',8.15,0
0,'3','M','es_transportation',6.09,0
0,'2','M','es_transportation',7.26,0
0,'3','F','es_transportation',52.32,0
0,'3','M','es_transportation',24.05,0
0,'2','M','es_transportation',60.8,0
0,'1','F','es_transportation',35.79,0
0,'4','F','es_transportation',10.85,0
0,'2','M','es_transportation',35.59,0
0,'2','M','es_transportation',27.23,0
0,'5','F','es_wellnessandbeauty',128.26,0
0,'5','F','es_transportation',7.4,0
0,'6','M','es_transportation',66.85,0
0,'3','M','es_transportation',68.05,0
0,'1','F','es_transportation',4.12,0
0,'3','F','es_transportation',38.55,0
0,'2','F','es_transportation',38.62,0
0,'3','F','es_wellnessandbeauty',198.58,1
0,'3','M','es_wellnessandbeauty',304.21,1
0,'3','M','es_transportation',36.41,0
0,'4','M','es_transportation',8.04,0
0,'4','F','es_transportation',76.28,0
0,'5','F','es_transportation',10.06,0
0,'2','F','es_transportation',82.33,0
0,'3','M','es_transportation',21.44,0
0,'2','F','es_transportation',28.8,0
0,'1','M','es_transportation',56.63,0
0,'3','M','es_transportation',60.67,0
0,'4','M','es_transportation',7.54,0
0,'4','M','es_transportation',53.17,0
0,'3','M','es_transportation',7.78,0
0,'2','M','es_transportation',2.06,0
0,'3','F','es_transportation',35.84,0
0,'3','F','es_transportation',57.07,0
0,'4','F','es_wellnessandbeauty',154.77,1
0,'4','F','es_wellnessandbeauty',122.04,1
0,'4','F','es_transportation',30.49,0
0,'3','M','es_transportation',7.69,0
0,'4','M','es_health',0.72,0
0,'4','F','es_transportation',21.29,0
0,'2','F','es_transportation',52.13,0
0,'2','M','es_food',6.86,0
0,'2','F','es_transportation',1.57,0
0,'4','F','es_hyper',27.76,0
0,'5','M','es_transportation',39.51,0
0,'5','M','es_transportation',56.17,0
0,'5','M','es_transportation',39.91,0
0,'4','M','es_transportation',60.57,0
0,'3','F','es_transportation',11.86,0
0,'6','F','es_transportation',5.13,0
0,'6','F','es_sportsandtoys',881.04,1
0,'6','F','es_sportsandtoys',83.07,1
0,'2','F','es_transportation',33.09,0
0,'4','F','es_transportation',27.56,0
0,'1','M','es_transportation',25.12,0
0,'4','F','es_transportation',14.83,0
0,'4','F','es_transportation',11.07,0
0,'3','F','es_transportation',23.56,0
0,'5','F','es_transportation',41.2,0
0,'2','M','es_transportation',48.1,0
0,'4','F','es_transportation',10.46,0
0,'1','F','es_transportation',12.27,0
0,'2','F','es_transportation',13.91,0
0,'2','M','es_transportation',19.31,0
0,'4','M','es_transportation',27.99,0
0,'5','F','es_transportation',58.78,0
0,'5','M','es_transportation',8.54,0
0,'4','F','es_transportation',8.84,0
0,'4','F','es_transportation',8.67,0
0,'5','M','es_transportation',0.99,0
0,'5','M','es_transportation',48.44,0
0,'5','M','es_transportation',37.83,0
0,'2','M','es_food',50.95,0
0,'1','M','es_transportation',41.97,0
0,'2','F','es_transportation',29.36,0
0,'1','F','es_food',39.41,0
0,'1','M','es_transportation',5.25,0
0,'4','F','es_transportation',36.37,0
0,'5','M','es_transportation',44.71,0
0,'4','F','es_transportation',21.87,0
0,'4','F','es_transportation',55.62,0
0,'1','F','es_transportation',26.44,0
0,'2','F','es_transportation',11.52,0
0,'2','M','es_transportation',16.64,0
0,'1','F','es_transportation',27.36,0
0,'5','F','es_transportation',42.57,0
0,'2','F','es_transportation',70.27,0
0,'2','F','es_transportation',11.53,0
0,'5','M','es_transportation',16.36,0
0,'2','M','es_transportation',19.3,0
0,'1','F','es_health',139.34,0
0,'5','M','es_transportation',49.55,0
0,'1','F','es_transportation',5.84,0
0,'2','F','es_transportation',24.6,0
0,'2','F','es_transportation',28.45,0
0,'3','M','es_transportation',21.37,0
0,'1','F','es_transportation',34.26,0
0,'2','F','es_transportation',27.67,0
0,'4','M','es_transportation',13.86,0
0,'1','F','es_transportation',37.26,0
0,'2','M','es_transportation',27.31,0
0,'4','F','es_transportation',25.69,0
0,'2','M','es_transportation',9.79,0
0,'3','M','es_transportation',23.22,0
0,'5','F','es_transportation',0.46,0
0,'2','F','es_transportation',4.48,0
0,'2','F','es_transportation',12.87,0
0,'6','M','es_transportation',0.73,0
0,'3','M','es_transportation',7.11,0
0,'1','F','es_transportation',39.32,0
0,'4','F','es_transportation',0.77,0
0,'1','M','es_transportation',21.26,0
0,'3','F','es_transportation',22.9,0
0,'2','F','es_transportation',26.06,0
0,'6','M','es_sportsandtoys',139.95,0
0,'5','F','es_transportation',38.44,0
0,'4','F','es_food',66.52,0
0,'1','F','es_transportation',40.89,0
0,'3','F','es_transportation',38.97,0
0,'3','M','es_transportation',8.0,0
0,'2','M','es_transportation',29.11,0
0,'5','F','es_transportation',39.85,0
0,'3','M','es_transportation',25.74,0
0,'3','M','es_transportation',23.09,0
0,'2','M','es_transportation',22.0,0
0,'2','M','es_transportation',26.15,0
0,'3','M','es_transportation',36.21,0
0,'2','M','es_transportation',2.0,0
0,'2','M','es_food',73.9,0
0,'3','M','es_transportation',3.63,0
0,'4','M','es_transportation',59.9,0
0,'1','M','es_hyper',60.83,0
0,'2','M','es_transportation',49.46,0
0,'2','F','es_fashion',46.84,0
0,'3','F','es_transportation',14.29,0
0,'3','F','es_transportation',35.66,0
0,'3','M','es_transportation',47.93,0
0,'1','M','es_transportation',48.41,0
0,'2','M','es_transportation',30.9,0
0,'1','F','es_transportation',53.58,0
0,'4','F','es_transportation',33.36,0
0,'3','F','es_transportation',63.15,0
0,'3','M','es_health',44.65,0
0,'2','F','es_transportation',8.39,0
0,'5','F','es_transportation',25.79,0
0,'5','M','es_transportation',15.43,0
0,'4','F','es_transportation',21.04,0
0,'1','M','es_transportation',52.02,0
0,'2','M','es_transportation',26.79,0
0,'2','M','es_wellnessandbeauty',102.51,0
0,'4','M','es_transportation',7.97,0
0,'4','F','es_transportation',12.25,0
0,'2','M','es_transportation',27.16,0
0,'0','F','es_transportation',33.07,0
0,'4','F','es_barsandrestaurants',64.31,0
0,'1','F','es_transportation',34.64,0
0,'2','M','es_transportation',17.06,0
0,'2','F','es_transportation',22.9,0
0,'3','F','es_transportation',0.88,0
0,'4','F','es_fashion',65.17,0
0,'3','F','es_transportation',13.94,0
0,'1','M','es_transportation',56.57,0
0,'4','F','es_transportation',64.62,0
0,'2','M','es_transportation',45.1,0
0,'3','M','es_transportation',6.34,0
0,'2','F','es_transportation',7.39,0
0,'3','M','es_transportation',9.01,0
0,'3','F','es_transportation',29.13,0
0,'0','F','es_wellnessandbeauty',88.53,0
0,'2','M','es_food',49.79,0
0,'1','M','es_transportation',7.58,0
0,'5','M','es_transportation',25.29,0
0,'5','F','es_transportation',27.04,0
0,'1','F','es_contents',64.19,0
0,'2','F','es_food',83.87,0
0,'2','M','es_transportation',6.41,0
0,'6','F','es_transportation',27.66,0
0,'2','F','es_transportation',11.14,0
0,'2','M','es_transportation',18.48,0
0,'5','F','es_transportation',32.91,0
0,'5','M','es_transportation',37.99,0
0,'4','F','es_transportation',22.13,0
0,'5','F','es_home',51.48,0
0,'4','M','es_transportation',11.27,0
0,'3','F','es_transportation',16.47,0
0,'4','M','es_transportation',6.67,0
0,'3','M','es_barsandrestaurants',10.23,0
0,'5','F','es_transportation',5.87,0
0,'2','F','es_transportation',59.43,0
0,'5','F','es_transportation',33.86,0
0,'5','F','es_transportation',17.72,0
0,'4','M','es_transportation',39.75,0
0,'2','F','es_health',65.19,0
0,'3','M','es_transportation',21.5,0
0,'3','F','es_hyper',37.54,0
0,'5','M','es_transportation',37.39,0
0,'2','F','es_transportation',21.28,0
0,'4','M','es_transportation',21.19,0
0,'2','M','es_transportation',15.51,0
0,'5','M','es_transportation',42.74,0
0,'6','F','es_transportation',46.76,0
0,'2','F','es_transportation',15.88,0
0,'3','M','es_transportation',30.89,0
0,'3','F','es_transportation',8.94,0
0,'3','F','es_transportation',34.5,0
0,'3','M','es_transportation',1.8,0
0,'5','M','es_transportation',32.3,0
0,'2','M','es_transportation',44.68,0
0,'6','F','es_transportation',53.88,0
0,'5','F','es_transportation',6.47,0
0,'2','F','es_transportation',1.38,0
0,'2','F','es_transportation',15.87,0
0,'6','F','es_hyper',6.18,0
0,'6','F','es_transportation',56.5,0
0,'2','M','es_transportation',30.29,0
0,'5','F','es_tech',41.7,0
0,'4','M','es_transportation',37.54,0
0,'3','F','es_transportation',16.17,0
0,'2','F','es_transportation',25.68,0
0,'3','M','es_transportation',42.36,0
0,'6','M','es_transportation',2.59,0
0,'6','M','es_transportation',19.91,0
0,'3','M','es_transportation',11.13,0
0,'4','M','es_transportation',24.24,0
0,'2','M','es_transportation',41.09,0
0,'1','M','es_transportation',35.98,0
0,'5','F','es_transportation',36.93,0
0,'1','F','es_transportation',28.42,0
0,'2','F','es_transportation',1.79,0
0,'1','M','es_transportation',11.48,0
0,'3','M','es_transportation',11.06,0
0,'4','F','es_transportation',43.62,0
0,'3','M','es_transportation',9.0,0
0,'4','F','es_transportation',31.85,0
0,'2','F','es_transportation',21.39,0
0,'2','F','es_hyper',23.66,0
0,'2','F','es_transportation',45.04,0
0,'4','F','es_transportation',49.24,0
0,'3','M','es_transportation',5.14,0
0,'2','F','es_transportation',35.94,0
0,'3','M','es_transportation',29.7,0
0,'6','F','es_hotelservices',154.83,0
0,'3','M','es_transportation',24.57,0
0,'4','M','es_transportation',29.86,0
0,'4','F','es_transportation',2.79,0
0,'2','M','es_transportation',5.05,0
0,'6','F','es_transportation',59.54,0
0,'2','F','es_transportation',22.31,0
0,'2','F','es_transportation',8.97,0
0,'2','M','es_transportation',13.11,0
0,'1','M','es_transportation',20.5,0
0,'5','M','es_wellnessandbeauty',28.74,0
0,'5','F','es_home',79.58,0
0,'3','F','es_transportation',17.94,0
0,'3','F','es_transportation',19.91,0
0,'2','F','es_transportation',2.64,0
0,'4','M','es_transportation',21.71,0
0,'3','M','es_wellnessandbeauty',111.98,0
0,'5','M','es_health',83.93,0
0,'4','F','es_transportation',27.62,0
0,'3','M','es_transportation',31.5,0
0,'3','F','es_transportation',15.49,0
0,'1','M','es_transportation',8.59,0
0,'4','F','es_transportation',14.56,0
0,'4','M','es_transportation',1.61,0
0,'3','F','es_transportation',26.03,0
0,'3','F','es_transportation',35.05,0
0,'4','M','es_transportation',45.39,0
0,'3','M','es_fashion',81.67,0
0,'3','F','es_transportation',35.94,0
0,'2','M','es_transportation',11.5,0
0,'5','F','es_transportation',32.69,0
0,'2','M','es_transportation',13.18,0
0,'2','M','es_transportation',35.38,0
0,'2','F','es_wellnessandbeauty',32.51,0
0,'2','F','es_transportation',33.08,0
0,'2','M','es_transportation',51.03,0
0,'4','M','es_transportation',26.5,0
0,'2','M','es_transportation',23.2,0
0,'2','F','es_transportation',3.17,0
0,'2','M','es_transportation',51.64,0
0,'2','M','es_transportation',24.14,0
0,'1','F','es_contents',71.41,0
0,'5','F','es_transportation',16.08,0
0,'3','F','es_transportation',62.99,0
0,'2','M','es_transportation',42.28,0
0,'4','F','es_transportation',20.83,0
0,'2','F','es_transportation',45.47,0
0,'2','F','es_transportation',66.19,0
0,'2','F','es_transportation',25.41,0
0,'3','F','es_transportation',27.24,0
0,'3','M','es_transportation',32.88,0
0,'3','M','es_transportation',11.4,0
0,'1','F','es_transportation',44.55,0
0,'3','M','es_transportation',17.66,0
0,'3','M','es_health',98.01,0
0,'2','F','es_transportation',5.4,0
0,'3','F','es_transportation',31.21,0
0,'2','F','es_transportation',13.77,0
0,'3','F','es_transportation',24.5,0
0,'2','F','es_transportation',30.93,0
0,'6','M','es_transportation',30.6,0
0,'3','F','es_home',184.36,0
0,'4','M','es_food',11.95,0
